緯度,経度,color,color2
36.75767545,137.0739883,2,3
36.73423733,137.1064657,2,3
36.77003478,137.0807909,4,3
36.71128506,137.0929021,3,3
36.71813136,137.1194163,3,3
36.75625994,137.0672429,4,3
36.7229346,137.0883677,2,3
36.73158402,137.0535822,2,3
36.75285406,137.0779234,4,3
36.75670992,137.0662861,4,3
36.69629281,137.0797385,2,3
36.69374634,137.1163158,2,3
36.71188682,137.0948975,3,3
36.74470575,137.0516076,2,3
36.71982022,137.0768375,2,3
36.75553054,137.0694762,4,3
36.71473054,137.0561347,1,3
36.76710558,137.0701828,2,3
36.74297519,137.1524869,2,3
36.72590266,137.1421401,4,3
36.72633353,137.1328479,4,3
36.74526274,137.1515573,2,3
36.73586607,137.1171112,4,3
36.70225351,137.120799,1,3
36.72699187,137.1279451,0,3
36.70616511,137.0791075,4,3
36.72631238,137.0960798,0,3
36.70078026,137.0777514,0,3
36.69618277,137.0607635,1,3
36.73003259,137.0556588,1,3
36.7613048,137.0922022,1,3
36.71769993,137.0808114,2,3
36.73417532,137.119198,4,3
36.73399192,137.0667219,2,3
36.68476276,137.1112448,2,3
36.71509962,137.0887752,3,3
36.76165263,137.1346015,4,3
36.77372248,137.0826034,2,3
36.71510185,137.0864261,0,3
36.75749044,137.0739006,2,3
36.74226862,137.1333734,1,3
36.69143074,137.0764483,4,3
36.6962332,137.0774432,2,3
36.69659261,137.077463,2,3
36.69931695,137.0587085,2,3
36.69441962,137.0903698,2,3
36.73313285,137.0487727,2,3
36.70488538,137.0322102,2,3
36.72111951,137.0962956,0,3
36.72379301,137.0675465,1,3
36.70447561,137.0964766,3,3
36.77645111,137.0877645,2,3
36.69658264,137.0832241,2,3
36.70833205,137.032896,4,3
36.69442316,137.0903672,2,3
36.75315724,137.0778964,2,3
36.72960461,137.0479071,1,3
36.69976924,137.0454578,2,3
36.78173584,137.0847562,1,3
36.74090875,137.0573071,2,3
36.69625197,137.0773109,4,3
36.71511916,137.0883863,3,3
36.73187855,137.0655878,2,3
36.69197521,137.0790619,2,3
36.72795107,137.0862537,0,3
36.71848024,137.125996,3,3
36.75604547,137.0682925,4,3
36.72423018,137.0675953,2,3
36.7099185,137.0908466,2,3
36.68752288,137.1021384,2,3
36.70645808,137.0410288,4,3
36.73039259,137.0669584,0,3
36.72488145,137.0964945,2,3
36.73679515,137.1468742,2,3
36.69648228,137.0714181,2,3
36.74545759,137.0960229,2,3
36.72213515,137.1123478,0,3
36.70725741,137.0361992,4,3
36.72495487,137.1452506,2,3
36.76897749,137.0782211,0,3
36.72621524,137.1364727,4,3
36.75888064,137.0565983,4,3
36.75883991,137.1176838,2,3
36.75810234,137.0592089,2,3
36.70579534,137.0440453,4,3
36.71676536,137.1197051,2,3
36.72054547,137.0949211,1,3
36.71919245,137.1046879,2,3
36.72186284,137.1051347,1,3
36.7046972,137.0501378,4,3
36.77058284,137.0619948,2,3
36.77064946,137.0783601,4,3
36.70392905,137.095509,0,3
36.7207435,137.0741251,0,3
36.71331976,137.0990553,3,3
36.78243438,137.0779533,4,3
36.76171858,137.0810066,2,3
36.74755871,137.0152477,1,3
36.71808469,136.9251295,2,3
36.7309774,137.0154289,4,3
36.73872664,137.0122127,4,3
36.73157559,136.9894838,3,3
36.71719874,137.0138365,2,3
36.77333472,137.0508393,2,3
36.6883323,136.9768657,4,3
36.73995801,136.9810111,4,3
36.74372659,136.9899071,4,3
36.71966306,136.9497859,0,3
36.73845844,137.0285094,1,3
36.75067265,137.0431278,1,3
36.68694706,136.9793858,2,3
36.76592739,136.9930875,2,3
36.7616498,137.0088387,4,3
36.75514809,137.0175299,3,3
36.74122917,136.9837203,0,3
36.71628559,136.9429923,2,3
36.76249223,137.0045897,0,3
36.7465834,137.029558,4,3
36.74583951,137.0368146,2,3
36.74405901,137.02043,2,3
36.74376802,136.9043573,2,3
36.70145468,137.0086287,2,3
36.6845014,136.9630207,2,3
36.75709457,137.0249699,4,3
36.73481238,136.9829333,3,3
36.74343066,137.0429125,2,3
36.71610132,136.9427463,2,3
36.77706229,136.9864575,2,3
36.71046413,136.9336874,2,3
36.72749039,137.0152595,4,3
36.70404028,136.9206939,2,3
36.68664797,137.0212918,2,3
36.74186304,136.9957803,1,3
36.74780362,137.0309609,1,3
36.71913205,137.0102454,2,3
36.7351083,136.9974292,2,3
36.68564325,136.9741854,0,3
36.6869104,136.980482,2,3
36.74719951,137.0143913,4,3
36.68736949,137.0320165,2,3
36.77316639,137.0494003,4,3
36.73970327,136.9807523,4,3
36.72216383,136.9763391,2,3
36.7367375,137.0357166,2,3
36.68435331,136.9725957,0,3
36.68011982,137.0173731,1,3
36.76742454,137.0457916,1,3
36.72032587,136.943486,1,3
36.73607018,137.0153225,0,3
36.76998719,137.0478142,4,3
36.77115869,137.0089776,2,3
36.73863708,137.0245642,4,3
36.76352898,137.0444057,4,3
36.74322398,137.0167878,4,3
36.76169537,137.0053883,0,3
36.71922491,137.0057415,1,3
36.76100679,137.0147413,0,3
36.72261869,136.9930325,1,3
36.78188299,137.0000567,4,3
36.7364047,137.0175104,1,3
36.73567302,136.9686183,0,3
36.76668038,137.0355426,4,3
36.82257631,137.0152305,2,3
36.76339186,137.0443477,0,3
36.68449237,137.0008334,2,3
36.73357795,136.9361436,1,3
36.74597353,137.0439259,2,3
36.72107968,137.0242619,2,3
36.75219973,137.0170419,1,3
36.74296949,136.9954079,2,3
36.74189081,137.0067574,0,3
36.68527541,137.0145141,2,3
36.73982554,137.0002347,0,3
36.74639161,137.0126988,4,3
36.69212046,137.0227725,2,3
36.78941481,137.0533384,0,3
36.73735815,137.0308461,2,3
36.77346453,137.0490128,2,3
36.74067526,136.982662,4,3
36.73162796,136.9895367,3,3
36.73019642,137.0011917,4,3
36.72259372,137.0176915,3,3
36.71670623,136.944587,1,3
36.72785491,137.0125303,4,3
36.77125229,137.0010296,4,3
36.69011169,136.9758185,0,3
36.68912946,137.0218309,0,3
36.73055971,136.9899692,1,3
36.76077275,137.021366,4,3
36.73125047,136.9626891,3,3
36.74650087,137.0368056,4,3
36.74652909,136.9942435,4,3
36.73870375,137.0256143,4,3
36.67786637,136.9874067,1,3
36.71602014,137.0176464,0,3
36.75214737,137.0355856,1,3
36.73948875,136.9799801,4,3
36.74444007,137.019679,0,3
36.75523513,137.0232667,4,3
36.73805208,137.0199776,4,3
36.77326608,137.054726,1,3
36.74275631,136.9427174,2,3
36.73836586,137.0274811,2,3
36.75813986,136.9870477,1,3
36.71776149,137.0135231,2,3
36.74463215,136.991842,4,3
36.67337164,136.9772881,4,3
36.74328584,136.9932867,2,3
36.74473837,137.0427118,1,3
36.74063586,137.0050573,1,3
36.68544563,136.9765332,4,3
36.75393584,136.9984319,4,3
36.72826436,137.0042443,0,3
36.75312912,137.0210936,4,3
36.7178009,137.0135473,2,3
36.68400701,136.9872792,3,3
36.73997986,136.9704725,2,3
36.74539189,136.9928047,1,3
36.76312083,136.9993545,2,3
36.71455167,136.9368769,1,3
36.72436858,137.0147361,4,3
36.71284512,136.9898241,4,3
36.71591528,137.0109828,2,3
36.74796403,137.044877,2,3
36.76300688,137.0377671,1,3
36.70948078,136.9311078,2,3
36.74596027,137.0425975,0,3
36.74434126,136.991088,4,3
36.73560904,137.0155229,4,3
36.73868256,137.0217123,4,3
36.72763141,136.9587178,3,3
36.75800649,136.9864424,0,3
36.74184379,137.0131065,0,3
36.68714581,137.0310422,0,3
36.73922658,137.0018662,4,3
36.69175891,136.9131282,4,3
36.78337413,137.0455558,4,3
36.76208426,137.0309489,0,3
36.74341359,137.0137698,0,3
36.74318957,137.0153667,1,3
36.78527095,136.9997689,4,3
36.76995349,137.0377237,0,3
36.72751107,137.0153029,4,3
36.69574661,136.9646817,2,3
36.72797774,137.0107413,3,3
36.73819098,136.9762812,4,3
36.73698733,137.0218819,1,3
36.71260951,136.9347955,2,3
36.68205671,136.9751273,1,3
36.73581933,137.0082027,1,3
36.76111861,137.0173685,4,3
36.76032452,137.0363854,4,3
36.73978962,137.0215037,0,3
36.76716466,137.0357754,0,3
36.73860769,137.0161258,4,3
36.68144601,137.0188761,2,3
36.69271964,136.9867796,1,3
36.73404539,137.0314348,4,3
36.77627384,136.9998032,4,3
36.75906598,137.021342,2,3
36.73058943,137.0086737,2,3
36.75564653,137.0438808,1,3
36.75222955,136.9609684,0,3
36.73859018,137.0122041,0,3
36.7263698,137.02269,1,3
36.73729859,137.031264,2,3
36.74936899,137.0378694,4,3
36.78762926,136.9814359,2,3
36.74126304,136.9840225,4,3
36.72931069,136.9605533,3,3
36.76734422,137.0458874,1,3
36.76176581,137.0090751,0,3
36.72833407,137.0146884,1,3
36.73210955,137.0200268,2,3
36.74386242,137.0413719,1,3
36.73793065,136.9731934,0,3
36.71810463,136.9676981,2,3
36.68403432,136.9530106,3,3
36.75451245,137.0222565,0,3
36.74421745,136.9906313,4,3
36.76148262,137.01188,4,3
36.75189002,137.0046289,0,3
36.68092968,136.9766892,0,3
36.72730043,137.0154175,4,3
36.73443059,137.032331,0,3
36.71543567,137.0213343,2,3
36.6831932,136.9762943,4,3
36.71009006,136.9327649,2,3
36.75007072,137.01416,2,3
36.73853305,137.0334476,4,3
36.75472002,137.0186961,3,3
36.71415113,136.9236327,0,3
36.81517222,137.0410703,2,3
36.81512201,137.0355716,2,3
36.75961637,137.0020327,4,3
36.7802114,137.0002101,4,3
36.74944314,137.0379464,4,3
36.78519142,136.9997295,4,3
36.78700491,137.0472392,3,3
36.7370868,136.9760456,0,3
36.75187651,137.0051477,4,3
36.75068129,137.0034448,1,3
36.76007827,137.0021169,4,3
36.75057407,137.0276475,1,3
36.7396123,137.0215525,0,3
36.75934819,137.0423086,4,3
36.74705651,137.0344768,2,3
36.76130945,137.0037548,4,3
36.72076277,137.0268938,2,3
36.73244856,136.9641161,4,3
36.76898565,137.0025137,4,3
36.73963941,136.9805747,4,3
36.74199144,137.011109,0,3
36.7481648,136.9930878,1,3
36.75943866,137.0273636,4,3
36.75409843,136.9985486,4,3
36.76000309,137.0427279,4,3
36.78768191,137.0001532,4,3
36.77823765,136.9998466,4,3
36.82301238,137.0155553,1,3
36.71503249,137.0200606,2,3
36.75960021,137.0017905,4,3
36.74280793,137.0156116,0,3
36.7271248,136.9641269,2,3
36.77382677,137.0070066,2,3
36.74747112,136.9948746,0,3
36.74305703,136.9954867,0,3
36.76123437,137.0165567,2,3
36.74741765,136.9947161,4,3
36.74321014,137.0449374,2,3
36.74871773,137.0307193,4,3
36.73860809,137.0196931,4,3
36.76493036,137.0336522,4,3
36.73699837,136.972596,1,3
36.70413521,136.9208701,2,3
36.76003154,137.043275,2,3
36.76479488,137.0335001,4,3
36.74052382,137.0196867,3,3
36.68941894,136.9771631,2,3
36.7223935,136.9957729,2,3
36.69173127,136.9129474,4,3
36.76134327,137.0189042,2,3
36.7344361,136.9669572,0,3
36.72730857,136.9988267,4,3
36.7616066,137.0298637,4,3
36.68549855,136.997916,3,3
36.7530267,137.0395436,4,3
36.73591121,137.0153129,0,3
36.7359352,137.0154314,4,3
36.68920178,136.9943208,1,3
36.75972995,137.0108444,2,3
36.72236697,136.951743,2,3
36.74407975,137.0146245,1,3
36.74417319,137.0406769,2,3
36.7648701,136.9958663,2,3
36.74317535,137.0428059,2,3
36.74831482,137.0303083,0,3
36.74431253,137.0407164,2,3
36.74918085,137.0169976,0,3
36.77397672,137.0546489,2,3
36.7401152,136.9816293,4,3
36.68665871,136.9875109,2,3
36.76882067,137.0040659,2,3
36.71493772,136.971886,2,3
36.72281722,136.9523299,2,3
36.73710055,137.0201443,4,3
36.68455746,137.000908,2,3
36.76085475,137.0189737,4,3
36.75923863,137.0405994,1,3
36.75720161,137.0413541,4,3
36.75597834,137.0155761,3,3
36.68637891,137.0193458,2,3
36.73765609,137.0329323,4,3
36.69463479,136.9719969,2,3
36.70953035,136.9312521,2,3
36.70762763,136.9879616,4,3
36.71800943,137.0104756,1,3
36.7605001,137.0025407,4,3
36.74378267,137.0278756,0,3
36.76030727,137.0193403,0,3
36.74598536,137.0365042,4,3
36.77345441,137.0487691,2,3
36.76184178,137.0418355,2,3
36.76727262,136.9758265,1,3
36.73737378,137.0292196,2,3
36.75992984,137.042568,4,3
36.73859449,136.9775913,4,3
36.7372893,137.0329478,0,3
36.70499832,136.9728402,0,3
36.72701871,137.0213464,4,3
36.73324813,137.0092999,1,3
36.73961567,136.9806439,4,3
36.68752079,137.0355247,2,3
36.78582554,137.0450751,3,3
36.72532558,136.9878331,3,3
36.69708712,136.9838073,4,3
36.74260268,136.9996395,2,3
36.76086307,137.0212707,2,3
36.75704464,137.0084889,0,3
36.74548377,137.037532,2,3
36.74361501,137.0176949,4,3
36.73904374,136.9787731,4,3
36.74160551,137.03979,1,3
36.75548734,136.9957695,4,3
36.75440461,137.0170264,2,3
36.75107932,137.0159362,0,3
36.71438418,137.0085213,0,3
36.72888282,137.0113306,1,3
36.76046056,137.0183694,2,3
36.72891695,137.0000193,4,3
36.77340025,137.0509486,2,3
36.75739247,137.0082572,0,3
36.68508299,136.9758447,0,3
36.71184621,136.9365318,2,3
36.75298196,137.0216953,3,3
36.69527609,137.0121552,2,3
36.74449546,137.0123448,1,3
36.73423127,137.0030215,4,3
36.73254796,137.0202926,4,3
36.68585243,136.9736244,3,3
36.75043286,136.9965919,4,3
36.73712345,137.0328081,4,3
36.72595,137.0314459,2,3
36.73102234,137.014847,2,3
36.74280804,137.0352129,4,3
36.7840316,136.9999143,4,3
36.77747926,137.0024906,2,3
36.71756872,136.9450932,1,3
36.68587621,136.9748986,0,3
36.76011673,137.0129485,1,3
36.74546246,137.0378502,2,3
36.7233842,137.0180916,0,3
36.77818362,137.0000278,4,3
36.74514968,137.0137249,1,3
36.68329472,136.9967964,2,3
36.70444708,136.9867842,4,3
36.75239943,137.003404,4,3
36.79767027,137.0509456,3,3
36.76377508,137.0324264,4,3
36.71624835,136.938103,1,3
36.76160426,137.0339545,1,3
36.76154997,137.0436299,0,3
36.71716398,136.9442822,2,3
36.73608806,137.0032641,4,3
36.73747682,137.0298969,2,3
36.73521019,136.9822705,0,3
36.75688851,136.9897888,4,3
36.75373171,137.0171507,1,3
36.72598626,136.9865042,3,3
36.77154885,137.0162096,3,3
36.74075714,137.0049943,2,3
36.80485636,137.0496064,0,3
36.75480257,136.9974203,4,3
36.72854908,136.9340769,2,3
36.73312848,137.0028713,4,3
36.7441526,137.0185998,3,3
36.72996769,137.0192443,1,3
36.7544512,137.0193367,3,3
36.77358959,136.9873503,4,3
36.7623938,137.0398637,2,3
36.76124587,137.0297455,0,3
36.72877477,137.0000661,4,3
36.76159163,137.0108214,4,3
36.71047211,136.9337072,2,3
36.70800671,136.9277663,2,3
36.73121956,137.0201001,4,3
36.74714327,136.9946057,4,3
36.7663906,137.0343621,1,3
36.67249781,136.9947,3,3
36.72220129,137.0189479,4,3
36.73563978,136.9825164,0,3
36.7428754,137.0351769,4,3
36.66002026,136.9967551,2,3
36.74263592,137.0182697,3,3
36.78150473,137.0001109,4,3
36.76112886,137.0437689,0,3
36.75207526,136.9973651,4,3
36.75744823,137.0005766,4,3
36.78317286,137.0451986,4,3
36.69831014,136.9842467,4,3
36.76093617,137.0025654,2,3
36.77365294,137.0258415,3,3
36.8158765,137.0316904,2,3
36.74241077,137.0151463,4,3
36.76185778,137.0316385,0,3
36.73852723,137.0266595,2,3
36.72076454,136.9493198,2,3
36.74815207,136.9952354,4,3
36.68649161,137.0204706,2,3
36.74046355,136.9824799,4,3
36.73091044,137.0159141,0,3
36.73165685,136.9891503,0,3
36.67420398,136.9772661,0,3
36.70819351,136.9280185,2,3
36.7594953,137.0406605,1,3
36.7530971,137.0019609,4,3
36.72849164,136.9996669,4,3
36.72324449,136.9945369,0,3
36.7367585,137.0352229,2,3
36.74568121,137.0159863,3,3
36.74946838,137.0252301,3,3
36.71721713,137.0135836,2,3
36.72009205,137.0071927,2,3
36.71820069,136.9935012,1,3
36.74673741,137.0352235,2,3
36.73362644,136.9972123,1,3
36.7282621,137.0154771,0,3
36.72319684,136.9973409,1,3
36.80485038,137.0499343,2,3
36.75891038,137.0052656,3,3
36.7296102,137.0007042,4,3
36.72440294,137.0163317,0,3
36.76106469,137.0293817,4,3
36.7421201,136.9859131,4,3
36.72203918,137.0201509,2,3
36.89314086,136.970569,2,3
36.8403299,137.0020482,2,3
36.81025934,136.9969015,4,3
36.8514887,136.9877531,2,3
36.82204223,136.9965344,2,3
36.84297054,136.9831181,4,3
36.82050697,136.9947106,0,3
36.82993593,136.9787283,2,3
36.81251719,136.9745552,2,3
36.83886714,136.9982602,1,3
36.80863565,136.9658455,2,3
36.85993825,136.988464,2,3
36.79385752,137.0020353,4,3
36.85509926,136.9491259,1,3
36.86075425,136.9908008,2,3
36.79988882,136.9762829,0,3
36.86759063,136.9151574,3,3
36.86970958,136.9761317,2,3
36.85474705,136.9858274,1,3
36.85051051,136.9871437,1,3
36.85846701,136.9815221,2,3
36.81026202,136.955259,2,3
36.85744137,136.9761109,4,3
36.86272515,136.9756475,4,3
36.85954484,136.9888171,2,3
36.86978123,136.984253,2,3
36.82463407,136.9670302,2,3
36.79468929,137.0020394,4,3
36.88601814,136.954634,2,3
36.82638882,137.0076145,2,3
36.8569344,136.9874113,2,3
36.86781798,136.9782584,1,3
36.62756751,136.9572532,4,3
36.64830382,137.0041274,2,3
36.63001632,136.9883667,2,3
36.6387725,136.9450737,2,3
36.64187769,136.9506929,2,3
36.66449523,136.9822751,2,3
36.64699436,136.9562717,2,3
36.64398048,136.9398607,1,3
36.64836626,136.95343,4,3
36.64563074,136.9591647,2,3
36.64557671,136.9602232,4,3
36.64930594,136.9993654,2,3
36.65513312,136.9531578,2,3
36.61502195,136.9829452,1,3
36.61504696,136.9878996,2,3
36.64772517,136.9609299,0,3
36.62895175,136.9548303,1,3
36.66342265,136.9286674,2,3
36.63826522,136.9540356,2,3
36.63699293,137.019441,2,3
36.63491693,136.9435768,2,3
36.62890119,136.9762169,2,3
36.64016836,136.9520806,2,3
36.64003681,136.9590756,4,3
36.64337754,137.0245101,1,3
36.63825529,136.9589177,0,3
36.60524581,136.9497085,2,3
36.6638939,136.9692858,1,3
36.62745201,136.9443088,4,3
36.63130164,136.9525084,3,3
36.60458608,136.9486905,0,3
36.63842649,136.9961961,0,3
36.61051505,137.0032037,2,3
36.63140045,136.9738288,1,3
36.65959907,136.9775865,1,3
36.63311781,136.9570275,4,3
36.64722004,136.9610671,4,3
36.61500393,136.9888566,2,3
36.62049831,136.9417666,4,3
36.63700047,136.9698816,2,3
36.66018673,136.9461794,2,3
36.63809814,136.935242,1,3
36.6594765,136.9833724,1,3
36.62045475,136.9417754,4,3
36.63749239,136.9512851,2,3
36.62475868,136.9448665,1,3
36.64171027,136.9595936,4,3
36.6313214,136.9524492,3,3
36.63643851,136.9440193,2,3
36.63977811,136.9523389,2,3
36.64709765,136.9352657,3,3
36.6371708,136.9580872,4,3
36.63679464,136.9528279,2,3
36.63832108,136.9483474,0,3
36.62709776,136.9551972,4,3
36.62073696,136.941929,4,3
36.6328387,136.9612775,2,3
36.61474382,136.9898368,2,3
36.62766781,136.9579577,2,3
36.61752371,136.9457714,2,3
36.62695536,136.9526044,4,3
36.6439242,137.0020012,2,3
36.63620254,136.9764659,2,3
36.63679071,136.9902417,2,3
36.67433245,136.9493968,2,3
36.6465826,136.935895,3,3
36.65904731,136.9548745,2,3
36.653995,136.9694831,2,3
36.63293131,136.9567792,4,3
36.61838024,136.9407126,4,3
36.61391084,136.9929571,2,3
36.63139909,136.9716933,1,3
36.65121417,136.9728391,2,3
36.63506419,136.957585,4,3
36.6369086,136.9733317,2,3
36.61597124,136.9487221,2,3
36.63809574,136.9953563,2,3
36.63810818,137.0140953,2,3
36.64886158,137.0205682,2,3
36.61946095,136.9939269,1,3
36.62598138,136.9364583,2,3
36.64022383,136.9519917,2,3
36.62630567,136.9582761,4,3
36.66427252,136.9821671,2,3
36.63049881,136.9564286,4,3
36.60115179,136.9723511,2,3
36.64813675,137.0040094,2,3
36.63623816,136.9763771,2,3
36.6705869,136.9396515,2,3
36.64699974,136.9570916,1,3
36.67266559,136.9424075,2,3
36.63135118,136.9586743,3,3
36.63220459,136.9558673,0,3
36.63604097,136.9770406,2,3
36.63677011,136.9741925,2,3
36.63224903,136.9566929,4,3
36.64019706,136.9474024,3,3
36.64296219,136.957513,2,3
36.65119968,136.9730642,2,3
36.64795639,137.0087012,2,3
36.61778987,136.9456921,2,3
36.65164894,136.9796463,2,3
36.61286531,136.9651957,2,3
36.60609318,136.9425209,1,3
36.63697016,136.9688913,2,3
36.60692271,136.9348738,0,3
36.51814993,136.8437449,2,3
36.60103568,136.9454789,1,3
36.57779711,136.8485559,2,3
36.55900136,136.878485,2,3
36.58510292,136.9084089,2,3
36.60408883,136.9141265,2,3
36.560793,136.9312776,2,3
36.56816276,136.8310777,2,3
36.58207026,136.8803729,2,3
36.53612295,136.8846794,3,3
36.5550455,136.928273,2,3
36.4401258,137.0411955,0,3
36.56880183,136.8349749,2,3
36.59231578,136.9550566,2,3
36.56384861,136.947642,2,3
36.51209757,136.8925695,2,3
36.57228618,136.8664036,1,3
36.56225489,136.8735984,3,3
36.58962517,136.8307366,1,3
36.52645939,136.9881216,2,3
36.6151557,136.9110397,2,3
36.56533517,136.8512456,2,3
36.56468379,136.8779101,1,3
36.60640062,136.9357268,1,3
36.5839626,136.8422555,2,3
36.59477835,136.9422747,2,3
36.56021187,136.963144,1,3
36.56720979,136.9594214,3,3
36.52193456,136.9013197,2,3
36.52108602,136.8466677,1,3
36.50628985,136.8882721,2,3
36.45564862,136.9696436,2,3
36.52600854,136.8954573,3,3
36.56104429,136.9472222,2,3
36.58126132,136.9371626,2,3
36.57062669,136.9745773,2,3
36.57550448,136.9260121,2,3
36.54095853,136.8799184,0,3
36.58808955,136.9073164,3,3
36.51668129,136.9017187,2,3
36.56698991,136.9774505,2,3
36.51494556,136.8967303,3,3
36.58844231,136.9203468,3,3
36.60281585,136.9321539,4,3
36.59116146,136.9157836,3,3
36.5927453,136.9209038,1,3
36.55858232,136.8824624,2,3
36.51555527,136.90268,3,3
36.58778784,136.9277063,3,3
36.56361174,136.9698548,2,3
36.56733161,136.9597741,3,3
36.50825552,136.8954322,0,3
36.51044889,136.9036968,2,3
36.50909701,136.8803692,2,3
36.52774058,136.9178293,2,3
36.56467549,136.8842188,3,3
36.5214299,136.8540439,2,3
36.58041653,136.9559015,2,3
36.58746731,136.9198503,2,3
36.54282874,136.9303498,2,3
36.55906485,136.8671565,3,3
36.58845607,136.9143717,3,3
36.56847324,136.9677168,0,3
36.57599039,136.8506573,2,3
36.56102907,136.9472617,2,3
36.5579249,136.8858705,2,3
36.54266894,136.9123256,2,3
36.55329516,136.9490772,2,3
36.60187328,136.9311142,2,3
36.56570409,136.8852112,3,3
36.59511295,136.9233346,3,3
36.55688019,136.8853411,2,3
36.5650883,136.8638447,3,3
36.58295839,136.9293794,1,3
36.5690522,136.9722127,3,3
36.5702779,136.9749749,3,3
36.5804229,136.9559251,2,3
36.59211099,136.9179624,2,3
36.59533309,136.9167252,2,3
36.68827086,136.8579045,2,3
36.62605863,136.8882719,2,3
36.62753222,136.8943744,3,3
36.6636766,136.8846466,3,3
36.67632509,136.8313057,2,3
36.69415404,136.9042451,2,3
36.67513635,136.8708507,2,3
36.62678834,136.8981351,2,3
36.6866619,136.8851798,2,3
36.66861568,136.875375,2,3
36.66741174,136.8561473,2,3
36.65447771,136.8888417,1,3
36.6861452,136.8969061,4,3
36.65277838,136.8526068,2,3
36.66853595,136.8958379,2,3
36.66328061,136.8746215,2,3
36.623872,136.8972913,2,3
36.67840244,136.8827453,2,3
36.66293478,136.8592303,2,3
36.66213316,136.8546049,2,3
36.63103536,136.8197632,2,3
36.66649016,136.8564145,0,3
36.68780425,136.9041244,4,3
36.68605452,136.8920491,4,3
36.6697113,136.8642199,3,3
36.68901693,136.8709233,2,3
36.63157342,136.8675132,2,3
36.68056776,136.9275965,2,3
36.64213064,136.8750551,2,3
36.64798967,136.8704601,2,3
36.62642672,136.8878919,0,3
36.63201262,136.8561936,2,3
36.70746229,136.8766455,1,3
36.68056803,136.9260126,2,3
36.63266332,136.834775,2,3
36.64685644,136.8446006,2,3
36.68200681,136.8998159,2,3
36.62799265,136.8966099,2,3
36.62905055,136.8104974,2,3
36.68770652,136.8824105,1,3
36.64107641,136.9020037,2,3
36.67783424,136.9059772,2,3
36.63151875,136.8515905,2,3
36.68898525,136.87048,2,3
36.67882329,136.8842717,2,3
36.66073409,136.8569854,1,3
36.60700828,136.8954851,2,3
36.62894352,136.8788608,2,3
36.63743219,136.8887324,2,3
36.63196356,136.8552785,2,3
36.66691755,136.8560391,2,3
36.68743057,136.8556973,2,3
36.62644337,136.8882173,2,3
36.68710781,136.9015996,4,3
36.67403132,136.8754439,2,3
36.68631223,136.8868672,4,3
36.67504365,136.8445475,2,3
36.67360663,136.9131545,2,3
36.64693665,136.8866019,2,3
36.62956959,136.8945486,2,3
36.64790081,136.9070128,2,3
36.66756152,136.8648409,3,3
36.67727652,136.9144433,2,3
36.62828644,136.8761309,1,3
36.67207346,136.8587684,2,3
36.68919287,136.8681183,2,3
36.63145275,136.9036685,4,3
36.6655922,137.2693067,2,3
36.78202103,137.4088717,4,3
36.40364648,136.8779919,2,3
36.6564325,137.2040693,4,3
36.67886267,137.1289557,3,3
36.73766102,136.9673132,1,3
36.8533832,136.9527736,2,3
36.61709937,136.8220541,4,3
36.61669648,136.821384,4,3
36.66127387,137.0192391,4,3
36.73773066,136.9671476,0,3
36.62699682,136.8765748,1,3
36.92368892,137.4823288,2,3
36.90387033,137.4799489,2,3
36.94437157,137.5517991,2,3
36.93057378,137.4998856,3,3
36.93629192,137.4914198,2,3
36.94759867,137.5613929,0,3
36.9395998,137.5010969,2,3
36.94002024,137.5152484,2,3
36.8896554,137.509186,2,3
36.90565198,137.5438972,2,3
36.92463413,137.5379358,2,3
36.92683314,137.4742242,2,3
36.94005358,137.5152624,2,3
36.94219688,137.5161125,2,3
36.9131486,137.4586604,2,3
36.8933187,137.5538144,2,3
36.95886336,137.5627479,2,3
36.94739116,137.5616592,2,3
36.92168191,137.4358457,2,3
36.90567697,137.54397,2,3
36.94974959,137.5666663,2,3
36.93914037,137.5099906,2,3
36.93053734,137.4875093,2,3
36.94749665,137.5582382,0,3
36.90310395,137.509845,2,3
36.88354391,137.446167,2,3
36.88842554,137.4661328,0,3
36.86283983,137.4411396,2,3
36.8617831,137.5295255,2,3
36.8784835,137.4468367,0,3
36.89911732,137.4455484,2,3
36.87566689,137.5626281,1,3
36.85115144,137.4382492,2,3
36.88553308,137.4699049,2,3
36.87212827,137.4573826,2,3
36.88345757,137.4466843,2,3
36.88794756,137.419644,2,3
36.85658694,137.4288406,3,3
36.86987548,137.4231406,1,3
36.86527043,137.5083888,2,3
36.87735595,137.471322,2,3
36.89231241,137.4455601,1,3
36.84888606,137.4532402,1,3
36.86861696,137.4239894,1,3
36.88058552,137.4572304,2,3
36.85290585,137.4380384,3,3
36.87229965,137.4402379,2,3
36.87470428,137.5158175,2,3
36.8763831,137.4467335,2,3
36.87265889,137.44863,0,3
36.87409443,137.4473828,2,3
36.85417545,137.4388047,3,3
36.86413054,137.4439655,2,3
36.88535617,137.48501,2,3
36.85752638,137.4376425,1,3
36.89051116,137.4665378,2,3
36.8711575,137.5110262,2,3
36.89522518,137.4678864,2,3
36.88315268,137.4357886,3,3
36.88806766,137.4242723,2,3
36.88294736,137.460651,2,3
36.89015381,137.4548249,2,3
36.80013729,137.3889081,3,3
36.82404744,137.4144252,3,3
36.82423409,137.4137009,4,3
36.82209274,137.4129499,3,3
36.82401549,137.4182894,4,3
