緯度,経度,color,color2
36.70882051,136.9295186,2,3
36.6947143,136.9720165,2,3
36.74592352,137.0365517,4,3
36.74195517,136.9879891,3,3
36.69643879,136.9085551,1,3
36.75905217,137.0404568,1,3
36.68651619,136.9776797,2,3
36.7694546,137.037306,4,3
36.76122463,137.0022422,2,3
36.73894894,137.0052491,4,3
36.74516678,136.9832521,1,3
36.68649832,137.0199442,2,3
36.6868684,136.9807825,2,3
36.76787766,137.0408206,2,3
36.73011329,137.0196629,2,3
36.75469903,137.0068286,1,3
36.74523445,137.0091906,2,3
36.72180585,137.0200936,1,3
36.72717305,136.9643766,2,3
36.73854789,136.9809327,2,3
36.68860301,136.9767128,4,3
36.75959784,137.027551,4,3
36.73872703,137.0095609,4,3
36.73862197,137.0221362,4,3
36.75128491,137.0316028,2,3
36.69674451,136.9165467,0,3
36.76460559,136.9742729,2,3
36.71744591,137.0127834,2,3
36.7098187,136.9318679,2,3
36.77472427,137.0391784,3,3
36.73158756,136.9633672,0,3
36.76131712,137.0314616,0,3
36.72233558,137.0182862,3,3
36.75543494,136.9990772,0,3
36.68543705,136.9978835,3,3
36.74421692,137.0146007,1,3
36.76435695,136.9973523,2,3
36.71772969,137.0135232,2,3
36.77475616,137.0395699,4,3
36.7208639,136.9496593,2,3
36.75638705,137.0212948,1,3
36.68539847,136.9984366,3,3
36.7364521,137.0373166,2,3
36.71625362,136.9428937,2,3
36.72410894,137.0163916,0,3
36.72362537,137.0173996,0,3
36.73021252,136.9922527,3,3
36.72550151,136.9875899,3,3
36.73301574,137.0083304,1,3
36.74842035,137.0322438,1,3
36.75641041,137.0410875,4,3
36.73659596,137.0032456,4,3
36.71605413,137.0180974,2,3
36.74397839,137.0137587,0,3
36.73599319,136.9828066,0,3
36.73032935,137.0238714,1,3
36.77075664,137.0011966,4,3
36.73047072,136.9791207,2,3
36.75962753,137.0448209,0,3
36.7389346,137.0085463,1,3
36.7206175,137.0131837,0,3
36.75971549,137.0362535,1,3
36.74112709,137.0306538,2,3
36.73859169,137.0174194,4,3
36.72232126,136.9959102,1,3
36.74434491,136.9944968,0,3
36.75952128,137.048605,2,3
36.73899353,137.0198776,3,3
36.76015269,137.0142003,1,3
36.76393262,136.9722955,2,3
36.71602005,137.0175773,0,3
36.7673301,137.0043645,4,3
36.76282452,136.9998353,2,3
36.76256448,137.0158732,1,3
36.71966303,137.007936,1,3
36.69606613,136.9493712,2,3
36.71521974,136.9590042,2,3
36.7186115,137.0125581,3,3
36.7074289,136.9854943,1,3
36.81059223,137.0038301,1,3
36.81538654,137.0403699,2,3
36.6773269,136.9787335,3,3
36.73080034,137.0152819,4,3
36.74552987,136.9935136,0,3
36.73731072,137.0320971,0,3
36.68252134,136.9760836,4,3
36.72227073,136.951491,2,3
36.76966157,137.0477332,4,3
36.75346584,137.0210083,3,3
36.72046887,137.0056911,2,3
36.67740453,136.9764085,0,3
36.68688318,136.981798,2,3
36.75056649,136.9966039,4,3
36.76978692,137.0374674,4,3
36.7618183,137.00879,0,3
36.77391297,136.9915496,1,3
36.70428883,136.9201175,2,3
36.75883902,137.0421383,4,3
36.75116962,137.0386631,4,3
36.75135694,136.9991693,3,3
36.73878039,137.0170082,2,3
36.68581814,136.9968058,3,3
36.73865484,137.0150886,4,3
36.77364881,137.0545093,2,3
36.76765002,137.0575258,1,3
36.81534725,137.0407951,2,3
36.75833775,137.0010552,4,3
36.73601868,137.0154411,4,3
36.7436035,137.0093961,1,3
36.75081173,137.0066309,4,3
36.77015295,137.0352011,1,3
36.75405954,137.0399737,4,3
36.71069854,136.9335799,1,3
36.74728863,137.0108453,4,3
36.73455928,136.9665541,0,3
36.73052081,136.9912133,0,3
36.77721798,136.9945036,2,3
36.68055708,137.0020515,2,3
36.76760396,137.031362,1,3
36.753124,137.0163637,2,3
36.88270558,136.9882231,4,3
36.83174868,136.9917146,4,3
36.82152919,136.9845106,2,3
36.84324097,136.9988607,2,3
36.8652895,136.9858894,2,3
36.8516206,136.9779858,2,3
36.82117351,136.9948184,4,3
36.84149993,136.9951668,2,3
36.84944337,136.9789267,4,3
36.83829794,136.9609287,2,3
36.84555415,136.9843467,2,3
36.85487963,136.9875284,2,3
36.81778529,136.9946751,2,3
36.80235838,137.0012177,4,3
36.83624771,136.9673184,2,3
36.86950942,136.9692291,2,3
36.83741437,136.9881416,0,3
36.84859733,136.9897387,2,3
36.85917404,136.9758472,4,3
36.88601714,136.9547371,2,3
36.85754855,136.9755559,2,3
36.85752876,136.9760909,4,3
36.83206669,136.984758,0,3
36.86567183,136.9266176,2,3
36.86149492,136.9759642,2,3
36.87165632,136.9785434,1,3
36.81611907,136.9625324,1,3
36.85251221,136.9774178,2,3
36.85557705,136.9875738,2,3
36.85528483,136.9690594,0,3
36.8300205,137.0033386,3,3
36.83646436,136.9798112,1,3
36.88701247,136.8831283,2,3
36.90940189,137.0169994,2,3
36.85033882,136.9784749,4,3
36.82463122,136.9668054,2,3
36.87226153,136.9010184,2,3
36.85020504,136.9785132,4,3
36.83214424,136.9923416,0,3
36.86019345,136.9605818,2,3
36.83004088,137.0033368,3,3
36.82556568,136.966412,2,3
36.79415119,137.002131,0,3
36.84660106,136.9897074,1,3
36.8404499,136.9853517,4,3
36.8300396,137.0033309,3,3
36.82649125,137.009905,1,3
36.84006108,136.9859003,4,3
36.83980602,136.9914183,2,3
36.88714392,136.997218,4,3
36.83446185,136.9828181,2,3
36.8575153,136.9894683,2,3
36.84037682,136.9856288,4,3
36.81845393,136.995437,2,3
36.81149702,136.9767032,2,3
36.81962012,136.9770772,2,3
36.82304434,136.9947807,4,3
36.82559328,137.0057698,1,3
36.84513324,136.981542,4,3
36.8254103,136.9941524,4,3
36.85450233,136.9770419,0,3
36.84018382,136.9855904,4,3
36.83999883,136.9834963,1,3
36.82645101,137.0074801,2,3
36.85762079,136.9760882,4,3
36.8567722,136.9527631,2,3
36.82809262,136.9930053,4,3
36.85446445,136.9770333,2,3
36.83735337,136.988206,0,3
36.84172489,136.9841542,4,3
36.83738257,136.9881921,4,3
36.84864926,136.9876416,2,3
36.64187186,136.9461749,3,3
36.61265027,136.9647245,2,3
36.6459184,136.9605136,4,3
36.63946362,136.9589935,4,3
36.59672411,136.9839075,2,3
36.63984295,136.9574635,2,3
36.64895678,136.9794828,2,3
36.64828841,137.0151243,2,3
36.65063961,137.0252701,2,3
36.65216592,136.9929849,2,3
36.62810885,136.9575295,4,3
36.61963715,136.9778896,2,3
36.5912128,136.9691159,2,3
36.61699705,136.9862736,2,3
36.6518045,136.9875035,1,3
36.63394328,136.9755196,2,3
36.65399375,136.9681071,2,3
36.63882939,136.9586224,4,3
36.64821632,137.0040783,2,3
36.65691887,137.0174533,2,3
36.63003577,136.9880905,2,3
36.63702431,136.9688079,2,3
36.57594091,136.9840916,3,3
36.63921866,136.9461759,0,3
36.63995494,136.9470664,2,3
36.63288179,136.9612569,2,3
36.65650709,136.9333408,1,3
36.60293059,136.9631745,2,3
36.62850179,136.9593462,2,3
36.63810822,137.0141249,2,3
36.58639048,136.9944216,2,3
36.63693997,136.9645235,2,3
36.64820037,137.0040389,2,3
36.62336882,136.9428202,4,3
36.6380491,136.9545067,2,3
36.64967929,136.9821825,2,3
36.66242744,136.9661782,1,3
36.63770046,137.0487434,2,3
36.66218154,136.9329497,2,3
36.64554359,136.95354,2,3
36.64017612,136.9774877,2,3
36.66157774,136.9843781,1,3
36.65716851,136.9684722,0,3
36.65071616,136.9539504,2,3
36.63959657,136.9791526,2,3
36.63176737,136.9327846,2,3
36.58996509,136.9942383,2,3
36.60991668,136.9719366,1,3
36.6436246,136.9584498,2,3
36.61279758,136.9651094,4,3
36.61941001,136.9940164,1,3
36.63708317,137.0194762,2,3
36.65558239,136.9675348,4,3
36.64576175,136.9495031,4,3
36.6530186,137.0221847,2,3
36.62725467,136.9510918,4,3
36.64893491,137.0007429,2,3
36.62555634,136.9738605,1,3
36.64951139,136.9982197,2,3
36.61320878,136.9651755,0,3
36.62692092,136.9533342,4,3
36.62707017,136.9515671,4,3
36.63701172,136.9728979,2,3
36.62877296,136.9663438,2,3
36.64805465,136.9612636,2,3
36.64522817,136.9601114,4,3
36.62697922,136.9524427,4,3
36.64797978,136.9610969,2,3
36.59683861,136.9847935,2,3
36.61881377,136.981369,1,3
36.60828969,136.9489139,1,3
36.63976366,136.9590374,4,3
36.65711161,136.9565326,1,3
36.64801362,136.9622526,2,3
36.64973174,136.9847846,2,3
36.66124841,136.9184655,2,3
36.61547517,136.9821309,2,3
36.63150772,136.9286098,2,3
36.62880091,136.9387283,2,3
36.6370592,136.9727696,2,3
36.66436175,136.9311065,2,3
36.61481585,136.9777321,2,3
36.63513985,136.9520936,2,3
36.64436893,136.9588435,2,3
36.63905928,136.994713,2,3
36.6836563,136.9285835,1,3
36.63456772,136.957314,4,3
36.63473005,136.96793,2,3
36.61223039,136.9757002,1,3
36.63949062,136.9485404,2,3
36.62783581,136.9585686,0,3
36.60454061,136.9700854,2,3
36.6330823,136.9632122,2,3
36.65522508,136.9798036,2,3
36.62990226,136.9612149,2,3
36.65116942,136.972934,2,3
36.62756054,136.9576001,4,3
36.66396184,136.98717,1,3
36.58076297,137.0130113,2,3
36.63077309,136.9349476,1,3
36.65963977,136.9801132,2,3
36.62335534,136.9158224,3,3
36.61258185,136.9644396,2,3
36.64394373,136.9498616,1,3
36.62938005,136.9525483,2,3
36.60322908,136.9632149,2,3
36.62532621,136.9587361,4,3
36.63809419,136.9544935,2,3
36.64001691,136.9475624,2,3
36.63590391,136.9519432,2,3
36.63783282,137.0487011,2,3
36.64977779,136.9301515,2,3
36.63131561,136.9523281,3,3
36.57624537,136.985044,3,3
36.64522024,136.9379108,3,3
36.64376619,137.0172048,1,3
36.62788659,136.9576978,4,3
36.67238099,136.9425297,2,3
36.63882978,136.9532993,2,3
36.61481798,136.9898129,2,3
36.62058324,136.9418007,4,3
36.64543618,136.9489504,4,3
36.62969034,136.9987211,1,3
36.64541202,136.9590765,2,3
36.62986338,136.9540119,2,3
36.64806312,136.9615693,4,3
36.57503628,136.9823219,3,3
36.62688859,136.9536756,4,3
36.66258762,136.9719087,4,3
36.64834467,137.0263064,2,3
36.63509076,136.9568946,2,3
36.62558248,136.977145,2,3
36.64111639,136.9456826,3,3
36.6344218,136.9464913,2,3
36.64290136,136.9449679,4,3
36.61950129,136.9244616,2,3
36.62694283,136.9524531,4,3
36.63774442,136.9558439,2,3
36.63743144,137.0279114,4,3
36.60659679,136.9511715,1,3
36.62059912,136.9417957,4,3
36.6211086,136.9400056,0,3
36.65425264,136.9669099,2,3
36.63959085,136.9590224,4,3
36.63817408,136.9483676,2,3
36.63849598,136.9585307,4,3
36.63864826,136.9448314,4,3
36.60084592,137.0226922,2,3
36.63678624,136.9899619,2,3
36.65322374,136.9796205,2,3
36.68043061,136.9362887,3,3
36.6483117,137.0040781,2,3
36.63955703,136.979281,2,3
36.65367071,136.9716288,2,3
36.63539674,136.9638612,2,3
36.64214382,136.9436434,3,3
36.63082087,136.9349919,1,3
36.63025909,136.952396,1,3
36.66032576,136.9461494,2,3
36.63896201,136.9587836,4,3
36.65324821,136.980015,2,3
36.63855054,136.9448902,4,3
36.63849125,136.9479722,0,3
36.62729405,136.9508945,4,3
36.63294119,136.9561687,0,3
36.63810457,136.9544178,2,3
36.63164312,136.9287524,2,3
36.6425948,136.9599007,4,3
36.63003438,136.9739437,1,3
36.62600832,136.9453638,2,3
36.66016681,136.9460729,2,3
36.65488497,136.9670104,4,3
36.64953747,136.964567,0,3
36.64202507,136.9438904,4,3
36.62115154,136.9251977,3,3
36.64908174,136.9795794,2,3
36.6356121,136.952026,2,3
36.65817553,136.9366293,1,3
36.6369798,137.0194468,2,3
36.62307458,136.9423606,2,3
36.6333763,136.9571514,0,3
36.66175301,136.9718788,4,3
36.64714302,136.9516184,4,3
36.6392441,136.9529012,2,3
36.57500601,136.9500165,2,3
36.57021801,136.8207536,0,3
36.59045802,136.9196541,3,3
36.55781814,136.8858098,2,3
36.54332105,136.8947847,2,3
36.57105649,136.8657626,2,3
36.56358711,136.9699171,2,3
36.58827943,136.9157118,2,3
36.58531073,136.91593,3,3
36.58200414,136.8741132,1,3
36.42976462,136.9483727,2,3
36.59074073,136.9181461,3,3
36.56890986,136.8876368,3,3
36.57990857,136.9444289,1,3
36.59371446,136.9409152,2,3
36.55479348,136.8749611,2,3
36.55568358,136.8712122,2,3
36.59224904,136.9150982,0,3
36.58452944,136.9109979,3,3
36.48438269,136.8974241,2,3
36.56092297,136.8611921,3,3
36.58813724,136.9073162,3,3
36.5453285,136.9029633,2,3
36.5960773,136.9250175,3,3
36.54232069,136.9035958,2,3
36.58454566,136.9109783,3,3
36.56705799,136.8919801,2,3
36.56706775,136.8919983,2,3
36.57640564,136.8980497,2,3
36.49735847,136.8854079,1,3
36.57931859,136.9269414,1,3
36.58859182,136.9191848,3,3
36.59145188,136.9140564,3,3
36.59055504,136.9196581,3,3
36.56725958,136.9594885,3,3
36.59246545,136.9215713,1,3
36.59610912,136.9250273,3,3
36.5662968,136.9717306,2,3
36.59695338,136.9074476,2,3
36.56758656,136.9692372,3,3
36.57505412,136.9497228,2,3
36.60597183,136.9343771,4,3
36.59548341,136.9242114,0,3
36.59363539,136.9212393,3,3
36.51660997,136.9031585,3,3
36.56512935,136.9676746,3,3
36.57758279,136.8487094,2,3
36.60945949,136.9269748,2,3
36.59382219,136.9550934,2,3
36.58831937,136.911492,3,3
36.57091098,136.8592645,2,3
36.52170366,136.9015207,3,3
36.51754691,136.9037395,0,3
36.55486788,136.8750253,2,3
36.56694332,136.9691402,0,3
36.58036314,136.9559019,2,3
36.58930344,136.9239998,2,3
36.55671042,136.8718685,1,3
36.57050401,136.8887402,0,3
36.55132502,136.8970607,2,3
36.56830699,136.816137,2,3
36.5412375,136.8511823,2,3
36.55167861,136.8781432,2,3
36.54625727,136.8888513,2,3
36.58803867,136.9047961,3,3
36.58030749,136.9558922,2,3
36.56332734,136.9013652,2,3
36.56133228,136.8767621,3,3
36.59561387,136.9099016,1,3
36.56749494,136.962306,2,3
36.58527682,136.9154534,0,3
36.54528445,136.8656725,0,3
36.56295817,136.9616372,1,3
36.61319011,136.9160791,2,3
36.59104701,136.9222037,2,3
36.5582425,136.8780231,1,3
36.58794647,136.9157337,2,3
36.5427385,136.9027151,2,3
36.6032608,136.9180639,2,3
36.60156249,136.9311064,3,3
36.52297989,136.8674695,3,3
36.57670127,136.9123357,2,3
36.56753071,136.9691092,3,3
36.56199204,136.9534601,2,3
36.55900614,136.9562328,2,3
36.59855521,136.9437749,2,3
36.58487837,136.9144938,3,3
36.56214897,136.8687373,0,3
36.4878702,137.0284023,2,3
36.56991304,136.9745399,3,3
36.55711318,136.8760819,2,3
36.5378458,136.8978087,2,3
36.56373379,136.8738812,1,3
36.55267794,136.9551953,2,3
36.61468575,136.9112529,2,3
36.50492277,136.8769562,2,3
36.60342256,136.9284132,1,3
36.67570106,136.8728987,2,3
36.68659539,136.8855158,2,3
36.6694232,136.8644792,3,3
36.67440541,136.8681528,2,3
36.66110138,136.8892422,2,3
36.67638227,136.8346237,2,3
36.67285571,136.8652406,0,3
36.67469531,136.8710069,1,3
36.68200318,136.8998868,2,3
36.63763667,136.8675295,2,3
36.67593048,136.8989104,2,3
36.64802286,136.8704252,2,3
36.69146785,136.900132,2,3
36.64038404,136.9172374,2,3
36.67645311,136.8252861,2,3
36.64605841,136.8842485,2,3
36.63129097,136.8214858,2,3
36.67565859,136.8730264,2,3
36.68199362,136.8998624,2,3
36.68189011,136.870591,2,3
36.64713081,136.8680333,2,3
36.69227718,136.9012682,2,3
36.63873874,136.9011471,2,3
36.68911852,136.8687917,2,3
36.65595514,136.9115193,3,3
36.6363807,136.8895256,2,3
36.68898404,136.8743132,4,3
36.62708507,136.8973617,3,3
36.67661666,136.8761213,0,3
36.69409987,136.904135,2,3
36.68650018,136.8857821,2,3
36.67462504,136.869858,0,3
36.67488423,136.8693976,2,3
36.67620299,136.8307465,4,3
36.63196249,136.8515452,2,3
36.62663297,136.8997493,3,3
36.65410476,136.8525764,2,3
36.68904804,136.8706468,2,3
36.69494066,136.9048814,0,3
36.68671802,136.884884,2,3
36.69042582,136.8990065,2,3
36.70100109,136.8769208,1,3
36.66466689,136.8555915,4,3
36.67639706,136.8251174,2,3
36.69266849,136.9017828,2,3
36.68374095,136.8927523,0,3
36.67881925,136.8460918,2,3
36.69227403,136.8685851,2,3
36.68831661,136.8785034,0,3
36.67736619,136.8672811,1,3
36.6725614,136.8712919,2,3
36.65635154,136.9112403,0,3
36.63280228,136.8969111,2,3
36.62676304,136.8990788,3,3
36.66914649,136.8645309,3,3
36.69235867,136.9013747,2,3
36.62729344,136.8976081,2,3
36.65318411,136.8789388,3,3
36.68922005,136.8680708,2,3
36.68938496,136.8641029,2,3
36.62642108,136.9015165,3,3
36.68700007,136.8953206,2,3
36.68181208,136.9064068,2,3
36.68514216,136.8933485,2,3
36.66469045,136.855976,4,3
36.66517718,136.8629478,4,3
36.66941253,136.8624362,3,3
36.62971142,136.8750525,2,3
36.68517269,136.8934894,2,3
36.67617397,136.8312669,2,3
36.68857354,136.8734375,0,3
36.68844136,136.8780455,0,3
36.66163179,136.8884401,2,3
36.69595116,136.9070827,2,3
36.66492283,136.8659876,4,3
36.67711342,136.8692897,2,3
36.67233695,136.8707952,2,3
36.68906633,136.8701834,2,3
36.66181654,136.874588,2,3
36.67307054,136.8707263,2,3
36.65696908,136.8829176,2,3
36.6643703,136.874637,4,3
36.62975515,136.8833706,1,3
36.64275959,136.8773313,2,3
36.67383438,136.8687761,0,3
36.95611988,137.0405343,3,3
36.76525485,136.9735254,2,3
36.62741876,136.8738985,0,3
36.70540807,137.3352893,4,3
36.66692102,137.1958552,3,3
36.69012336,137.0686203,4,3
36.64893999,137.2179341,4,3
36.79611355,137.4153484,2,3
36.73591008,137.3746945,4,3
36.53855254,136.8944277,2,3
36.6266016,136.8730594,0,3
36.62666892,136.8699878,0,3
36.63863675,136.9010604,2,3
36.73688798,136.9717104,2,3
36.63692999,136.9709161,4,3
36.97300052,137.6242893,2,3
36.63193362,136.8919197,4,3
36.63989889,136.9738001,4,3
36.62278732,136.9460149,4,3
36.70808125,136.950334,1,3
36.77205086,136.9836425,4,3
36.36380865,136.8770322,2,3
36.62326444,136.8300035,4,3
36.71309207,137.3405988,4,3
36.62862342,136.8590729,4,3
36.94306559,137.5217813,2,3
36.9208643,137.5260404,1,3
36.92267626,137.5646228,2,3
36.94495846,137.5288308,2,3
36.9376025,137.4959919,2,3
36.93297035,137.4831094,2,3
36.94262451,137.5049682,2,3
36.92770078,137.4389377,0,3
36.94622203,137.5444929,2,3
36.92558083,137.4334791,1,3
36.92200691,137.4840898,2,3
36.91125609,137.4732066,2,3
36.93284348,137.5024403,2,3
36.94055453,137.4968543,2,3
36.92906541,137.4938709,2,3
36.9052262,137.4711665,2,3
36.91755772,137.4776649,2,3
36.90901484,137.4724046,2,3
36.92624871,137.490441,3,3
36.94017821,137.5154919,2,3
36.93021753,137.4991656,2,3
36.94557707,137.5356279,2,3
36.92146514,137.5251522,2,3
36.94676049,137.5151688,2,3
36.94567284,137.5374411,2,3
36.94090959,137.5163814,2,3
36.95782788,137.5701855,2,3
36.933489,137.4975301,2,3
36.9381183,137.5448441,2,3
36.91281248,137.4583392,2,3
36.93835244,137.5014047,0,3
36.9039877,137.4709089,2,3
36.9356799,137.5061624,2,3
36.93582461,137.5035225,1,3
36.93140571,137.489671,2,3
36.9085969,137.5546745,2,3
36.94766783,137.5028303,1,3
36.94679446,137.5151952,2,3
36.92828574,137.479358,2,3
36.94234256,137.5044943,2,3
36.93764849,137.4978507,2,3
36.91910731,137.5394477,3,3
36.94721623,137.5176875,2,3
36.94644664,137.5461542,2,3
36.97529959,137.6116655,2,3
36.93285261,137.5456198,2,3
36.86419495,137.4440418,2,3
36.86615864,137.4428374,2,3
36.86692023,137.4513616,2,3
36.87662699,137.4244156,2,3
36.8639875,137.4437427,2,3
36.87126925,137.4455308,2,3
36.8763504,137.4279782,3,3
36.86907228,137.4535968,2,3
36.8911465,137.4209746,2,3
36.88645793,137.4196706,2,3
36.86580916,137.4391172,2,3
36.86355492,137.4216962,2,3
36.87282791,137.4497352,2,3
36.86966874,137.5539197,2,3
36.87913335,137.4869089,3,3
36.88678962,137.4620088,2,3
36.86316373,137.4301757,0,3
36.86505366,137.4431662,2,3
36.87247132,137.4566066,2,3
36.876511,137.4348061,2,3
36.87815161,137.4406414,1,3
36.87157389,137.446185,0,3
36.8917383,137.419145,0,3
36.8814538,137.4336121,3,3
36.87059555,137.4470708,2,3
36.87644445,137.4467178,2,3
36.86308828,137.4231821,2,3
36.87141979,137.4558356,2,3
36.8952066,137.4680482,2,3
36.89889809,137.4454818,2,3
36.86055786,137.4295307,0,3
36.87667397,137.4282564,3,3
36.88307635,137.4481053,0,3
36.88228279,137.4345668,3,3
36.87138132,137.448226,0,3
36.8874242,137.4652588,2,3
36.8661837,137.4427646,2,3
36.87301458,137.4440694,2,3
36.87416634,137.5488721,2,3
36.89253494,137.4444133,2,3
36.85238522,137.4443652,1,3
36.87279072,137.4490503,2,3
36.86562096,137.4456061,2,3
36.86312845,137.4290633,2,3
36.87922645,137.487095,3,3
36.87930381,137.4406823,2,3
36.91052126,137.4239732,2,3
36.88964873,137.4662517,2,3
36.86948119,137.4219569,2,3
36.88212888,137.4544877,2,3
36.89341114,137.4192255,2,3
36.89172306,137.4442857,3,3
36.87778045,137.4596051,2,3
36.88273648,137.4624977,2,3
36.8934139,137.4673895,2,3
36.88103201,137.4466684,0,3
36.87667531,137.4282108,3,3
36.85171879,137.4372295,3,3
36.87487708,137.4868771,3,3
36.85985438,137.4300338,3,3
36.86049149,137.4447805,3,3
36.85476937,137.4391825,3,3
36.8795918,137.4569031,4,3
36.86708631,137.4474377,2,3
36.87237478,137.5022047,2,3
36.87141046,137.5104446,2,3
36.87663257,137.4413101,2,3
36.88038977,137.4525889,4,3
36.8729328,137.4468283,2,3
36.87026202,137.4442444,2,3
36.88213756,137.4404651,2,3
36.89526163,137.4229428,2,3
36.87307671,137.4426004,2,3
36.87969679,137.4412485,1,3
36.86122852,137.541841,2,3
36.89526188,137.4681154,2,3
36.87634882,137.4279388,3,3
36.8696489,137.5144801,2,3
36.89108701,137.4189548,0,3
36.85701573,137.4290623,3,3
36.8718783,137.4390483,2,3
36.87254111,137.504221,2,3
36.86052317,137.4448301,3,3
36.90423905,137.4501341,2,3
36.87497829,137.4580771,2,3
36.80585564,137.4076884,4,3
36.82056612,137.3994161,3,3
36.84643784,137.4105055,2,3
36.81481969,137.4006874,3,3
36.79859561,137.405195,4,3
36.82708102,137.4023251,3,3
36.8040201,137.404101,0,3
36.8282125,137.4104363,1,3
36.8393653,137.4367668,0,3
36.82973902,137.4168566,3,3
36.84251287,137.409592,2,3
36.84686548,137.4248908,2,3
36.83223759,137.4335569,1,3
36.82053619,137.4004085,3,3
36.8239388,137.4052887,1,3
36.84588079,137.4336597,3,3
36.82558082,137.4102757,3,3
36.78088434,137.4086099,3,3
36.806834,137.3942361,0,3
36.82119479,137.4282069,2,3
36.84015894,137.4324932,1,3
36.83504047,137.4299314,2,3
36.79785969,137.438005,0,3
36.78596919,137.419485,2,3
36.82429908,137.4125783,1,3
36.85381113,137.4159698,2,3
36.81858122,137.4391679,1,3
36.81107236,137.3976406,2,3
36.84387678,137.4222673,2,3
36.79160996,137.4072386,0,3
36.82398972,137.4208067,3,3
36.80599056,137.4077877,4,3
36.78697795,137.4047292,4,3
36.8245563,137.4185111,4,3
36.83855661,137.4202352,1,3
36.82415066,137.4142168,3,3
36.81655663,137.4155628,3,3
36.82451068,137.4044047,1,3
36.82672876,137.4152487,3,3
36.81728908,137.4104237,3,3
36.82555893,137.4147003,3,3
36.82361523,137.402459,2,3
36.81864464,137.4112517,3,3
36.8124377,137.3949181,1,3
36.82276662,137.406505,2,3
36.80607188,137.4029961,3,3
36.79946469,137.4026379,0,3
36.8108457,137.4121654,4,3
36.84474506,137.4308553,2,3
36.82486745,137.394598,3,3
36.80636268,137.40102,2,3
36.80370803,137.40659,4,3
36.82928683,137.4092738,0,3
36.82822915,137.4160627,3,3
36.83477824,137.3993347,0,3
36.7732655,137.4062855,3,3
36.82558351,137.4060822,0,3
36.83385044,137.4194108,4,3
36.82351378,137.4064876,2,3
36.82694131,137.4151302,3,3
36.83488404,137.419256,0,3
36.83433595,137.4192758,4,3
36.81803374,137.4072704,3,3
36.81840802,137.4110999,3,3
36.82498811,137.4144233,3,3
36.82818027,137.4119715,0,3
36.79782365,137.4053288,4,3
36.84485405,137.4329141,3,3
36.83375535,137.4192721,4,3
36.81204718,137.4133911,4,3
36.82385135,137.4049862,1,3
36.81368896,137.4109344,3,3
36.81426223,137.4081744,3,3
36.82560452,137.4073589,3,3
36.82341401,137.408065,1,3
36.8123036,137.4135961,0,3
36.81788499,137.4096616,0,3
36.82307273,137.4085802,3,3
36.84688205,137.425087,2,3
36.82654331,137.4152523,0,3
36.81081713,137.4340448,1,3
36.79911195,137.4053449,4,3
36.81599429,137.416916,3,3
36.76647643,137.3768602,4,3
36.76833961,137.3805074,0,3
36.75990172,137.3365969,2,3
36.74615211,137.3472677,0,3
36.76466753,137.3499437,1,3
36.76806484,137.3581113,2,3
36.74295939,137.3838057,4,3
36.77755345,137.3924793,4,3
36.75229103,137.3410167,2,3
36.78068019,137.3805622,2,3
36.7598677,137.3365575,2,3
36.79107568,137.3727081,2,3
36.75908088,137.3581168,4,3
36.77026287,137.3830178,4,3
36.75924716,137.3580169,4,3
36.73963328,137.341316,4,3
36.75482183,137.3635388,4,3
36.75451322,137.379621,2,3
36.75091146,137.3533852,4,3
36.75987564,137.3365674,2,3
36.75619671,137.3232532,2,3
36.75518706,137.358109,0,3
36.78495858,137.3815707,2,3
36.74610747,137.3471708,4,3
36.78940747,137.3876813,3,3
36.75094278,137.353536,4,3
36.75321807,137.349923,2,3
36.75130357,137.3516873,0,3
36.77138319,137.3453164,0,3
36.77317775,137.348352,2,3
36.76164226,137.3415976,2,3
36.75461436,137.3235441,0,3
36.74755735,137.3735457,2,3
36.76276347,137.3694517,0,3
36.75690743,137.3603702,4,3
36.76224273,137.3685008,4,3
36.76496316,137.3943363,2,3
36.75650305,137.3401276,2,3
36.75870556,137.3535328,2,3
36.75881222,137.3378722,2,3
36.76834637,137.3804883,4,3
36.77624553,137.3904903,0,3
36.78647803,137.3771297,0,3
36.76193613,137.3679566,4,3
36.74344774,137.3842464,2,3
36.75581225,137.3165178,3,3
36.76672946,137.3776018,4,3
36.74965091,137.3513278,4,3
36.77359744,137.3480769,2,3
36.74335248,137.3841868,2,3
36.76858557,137.3807452,4,3
36.77208023,137.3461804,2,3
36.76990997,137.3444131,1,3
36.7557434,137.3476799,2,3
36.77338116,137.3725066,0,3
36.76586262,137.3471124,2,3
36.76842538,137.3452348,0,3
36.75690632,137.3289955,3,3
36.76156033,137.3674435,4,3
36.75735335,137.3598676,0,3
36.78252574,137.3750433,2,3
36.7567075,137.3448952,2,3
36.75076149,137.3381579,2,3
36.77357581,137.3792405,2,3
36.76891,137.3439582,2,3
36.74854183,137.3338048,2,3
36.75637445,137.3224834,3,3
36.76991757,137.3442047,2,3
36.75599947,137.3236691,0,3
36.78749923,137.3854251,2,3
36.76246261,137.3593467,0,3
36.77325245,137.3473916,2,3
36.77312266,137.3670893,2,3
36.78948659,137.3878085,3,3
36.76086456,137.3572637,2,3
36.77998596,137.3573735,0,3
36.75370187,137.3438213,2,3
36.74712605,137.3616542,1,3
36.76607518,137.3472697,2,3
36.78821731,137.3860928,3,3
36.76006042,137.3560002,2,3
36.75725737,137.3602328,4,3
